player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type
Luke Plange,496,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,42995.0,0,0.0,0,18888,109546,0,0,£4.5,£4.5,£0.0,-90658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke Plange,Luke,Plange,45,FWD
Luke Shaw,332,4,20,626,12,547.7,2.9,3.99,1.09,37.85,35,1,124.2,572.8,2552,0,0,0,0,0,1399174.0,30,118.0,124,8293340,2740896,8,31,£5.0,£5.3,£0.3,5552444,28.355555555555554,0.1022727272727272,0.1407131661442006,0.0384404388714733,1.3348354231974924,0.0352664576802507,1.2343260188087777,0.0,0.1410658307210031,0.7053291536050157,Luke Shaw,Luke,Shaw,53,DEF
Luke Thomas,270,1,0,189,2,89.39999999999999,0.48,0.57,0.09,23.11,20,0,26.8,166.8,1068,1,0,0,0,0,12259.0,11,12.0,28,34714,32253,3,17,£4.5,£3.9,£-0.6,2461,11.866666666666667,0.0404494382022471,0.0480337078651685,0.0075842696629213,1.9474719101123596,0.0,1.6853932584269662,0.0,0.0842696629213483,0.0,Luke Thomas,Luke,Thomas,39,DEF
Lyanco Silveira Neves Vojnovic,413,1,0,209,0,52.8,0.12,0.7,0.5800000000000001,23.36,26,1,45.0,281.6,1173,0,0,0,0,0,4847.0,11,114.0,29,4308,6550,4,21,£4.5,£4.4,£-0.1,-2242,13.033333333333331,0.0092071611253196,0.0537084398976982,0.0445012787723785,1.7923273657289005,0.0767263427109974,1.9948849104859332,0.0,0.0767263427109974,0.0,Lyanco Silveira Neves Vojnovic,Lyanco,Silveira Neves Vojnovic,44,DEF
Lyle Taylor,380,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,574094.0,0,0.0,0,690333,1293924,0,0,£4.5,£4.1,£-0.4,-603591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lyle Taylor,Lyle,Taylor,41,FWD
Mads Bech Sørensen,91,0,0,12,0,0.2,0.0,0.0,0.0,0.28,0,0,0.2,2.6,18,0,0,0,0,0,4063.0,0,0.0,4,1768,6034,0,4,£4.5,£4.5,£0.0,-4266,0.2,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,Mads Bech Sørensen,Mads,Bech Sørensen,45,DEF
Mads Bidstrup,99,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,112.0,0,0.0,0,0,142,0,0,£4.5,£4.5,£0.0,-142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mads Bidstrup,Mads,Bidstrup,45,MID
Mads Roerslev Rasmussen,90,0,0,201,5,120.6,0.8200000000000001,1.1,0.28,17.669999999999998,12,0,33.4,167.6,1101,0,0,0,0,0,6745.0,12,46.0,48,12498,13141,0,20,£4.5,£4.3,£-0.2,-643,12.233333333333333,0.0670299727520436,0.0899182561307901,0.0228882833787466,1.4444141689373295,0.0,0.9809264305177112,0.0,0.0,0.0,Mads Roerslev Rasmussen,Mads,Roerslev Rasmussen,43,DEF
Malang Sarr,143,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4402.0,0,0.0,0,289,11534,0,0,£5.0,£5.0,£0.0,-11245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malang Sarr,Malang,Sarr,50,DEF
Malcolm Ebiowei,173,0,0,9,0,0.9,0.01,0.01,0.0,0.18,1,0,0.9,3.4000000000000004,31,0,0,0,0,0,26106.0,0,4.0,3,76304,82688,0,3,£4.5,£4.2,£-0.3,-6384,0.3444444444444444,0.0290322580645161,0.0290322580645161,0.0,0.5225806451612903,0.0,2.903225806451613,0.0,0.0,0.0,Malcolm Ebiowei,Malcolm,Ebiowei,42,MID
Manor Solomon,562,0,1,156,0,86.0,0.78,1.99,1.21,12.18,11,4,40.8,214.8,560,0,0,0,0,0,7914.0,4,107.0,44,48286,37583,0,19,£5.0,£4.9,£-0.1,10703,6.222222222222222,0.1253571428571428,0.3198214285714286,0.1944642857142857,1.9575,0.6428571428571428,1.7678571428571428,0.0,0.0,0.1607142857142857,Manor Solomon,Manor,Solomon,49,MID
Manuel Akanji,610,1,5,460,7,146.5,0.99,2.13,1.14,21.7,23,0,71.4,385.6,2284,0,0,0,0,0,251445.0,24,180.0,82,1419834,676612,2,29,£5.0,£5.1,£0.1,743222,25.377777777777776,0.0390105078809106,0.0839316987740805,0.0449211908931698,0.8550788091068301,0.0,0.90630472854641,0.0,0.0394045534150613,0.1970227670753065,Manuel Akanji,Manuel,Akanji,51,DEF
Manuel Lanzini,460,0,1,63,0,21.9,0.29,0.83,0.54,5.970000000000001,5,1,10.8,50.6,243,0,0,0,0,0,15612.0,2,37.0,17,14917,34000,0,10,£5.5,£5.0,£-0.5,-19083,2.7,0.1074074074074074,0.3074074074074073,0.2,2.2111111111111112,0.3703703703703703,1.851851851851852,0.0,0.0,0.3703703703703703,Manuel Lanzini,Manuel,Lanzini,50,MID
Marc Albrighton,251,0,0,57,0,95.2,0.41,0.78,0.37,4.04,3,1,21.4,76.8,232,0,0,0,0,0,6920.0,1,43.0,13,6506,14553,0,6,£5.0,£4.7,£-0.3,-8047,2.577777777777778,0.159051724137931,0.3025862068965517,0.1435344827586206,1.5672413793103448,0.3879310344827586,1.1637931034482758,0.0,0.0,0.0,Marc Albrighton,Marc,Albrighton,47,MID
Marc Cucurella Saseta,112,2,1,363,6,232.5,0.96,1.34,0.38,26.03,20,0,65.9,354.4,1669,0,0,0,0,0,876700.0,21,72.0,65,2471789,2423782,4,24,£5.0,£4.9,£-0.1,48007,18.544444444444444,0.0517675254643499,0.0722588376273217,0.0204913121629718,1.4036548831635711,0.0,1.078490113840623,0.0,0.1078490113840623,0.0539245056920311,Marc Cucurella Saseta,Marc,Cucurella Saseta,49,DEF
Marc Guéhi,167,0,2,623,9,142.7,0.82,2.28,1.46,46.47,46,1,103.9,688.2,3330,1,0,0,0,0,200903.0,37,205.0,95,670714,584806,8,37,£4.5,£4.5,£0.0,85908,37.0,0.0221621621621621,0.0616216216216216,0.0394594594594594,1.255945945945946,0.027027027027027,1.2432432432432432,0.0,0.0,0.054054054054054,Marc Guéhi,Marc,Guéhi,45,DEF
Marc Jurado Gomez,759,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,289.0,0,0.0,0,316,185,0,0,£4.0,£4.0,£0.0,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Jurado Gomez,Marc,Jurado Gomez,40,DEF
Marc Roca Junqué,245,3,3,357,2,475.8,2.49,4.59,2.1,46.6,60,1,123.1,433.6,2316,0,0,0,0,0,9154.0,29,323.0,67,18452,23512,7,32,£5.0,£4.8,£-0.2,-5060,25.73333333333333,0.096761658031088,0.1783678756476683,0.0816062176165803,1.810880829015544,0.038860103626943,2.33160621761658,0.0,0.116580310880829,0.116580310880829,Marc Roca Junqué,Marc,Roca Junqué,48,MID
Marcel Sabitzer,728,1,0,98,5,138.9,1.2,1.94,0.74,11.08,7,0,32.5,100.4,622,0,0,0,0,0,9321.0,7,84.0,25,42558,29076,1,11,£5.0,£4.7,£-0.3,13482,6.911111111111111,0.1736334405144694,0.2807073954983922,0.1070739549839228,1.6032154340836011,0.0,1.012861736334405,0.0,0.1446945337620578,0.0,Marcel Sabitzer,Marcel,Sabitzer,47,MID
Marcos Alonso,129,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,91027.0,0,0.0,0,8779,238007,0,0,£5.5,£5.3,£-0.2,-229228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcos Alonso,Marcos,Alonso,53,DEF
Marcos Senesi,576,0,5,462,5,78.7,0.35,2.01,1.66,47.62,55,2,77.5,586.0,2489,0,0,0,0,0,17025.0,29,109.0,69,83540,64017,7,31,£4.5,£4.4,£-0.1,19523,27.655555555555555,0.0126556850140618,0.0726797910807553,0.0600241060666934,1.721896343913218,0.0723182000803535,1.9887505022097227,0.0,0.0,0.1807955002008839,Marcos Senesi,Marcos,Senesi,44,DEF
Marcus Bettinelli,635,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2419.0,0,0.0,0,4752,3998,0,0,£4.0,£4.0,£0.0,754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Bettinelli,Marcus,Bettinelli,40,GK
Marcus Forss,97,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6516.0,0,0.0,0,0,12581,0,0,£4.5,£4.5,£0.0,-12581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Forss,Marcus,Forss,45,FWD
Marcus Oliveira Alencar,27,0,0,3,0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,8044.0,0,0.0,1,6225,13982,0,1,£5.0,£4.6,£-0.4,-7757,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Oliveira Alencar,Marcus,Oliveira Alencar,46,MID
Marcus Rashford,335,7,21,530,13,459.7,2.86,18.13,15.27,43.46,39,17,277.6,887.8,2880,0,0,0,0,0,3646440.0,32,1427.0,205,12078221,6991480,2,35,£6.5,£7.2,£0.7,5086741,32.0,0.089375,0.5665625,0.4771875,1.358125,0.53125,1.21875,0.0,0.21875,0.65625,Marcus Rashford,Marcus,Rashford,72,MID
Marcus Tavernier,535,4,12,315,5,348.4,1.37,4.5,3.13,31.77,37,5,124.2,459.8,1740,0,0,0,0,0,21162.0,19,436.0,94,164013,162393,1,23,£5.0,£4.7,£-0.3,1620,19.33333333333333,0.0708620689655172,0.2327586206896552,0.1618965517241379,1.6432758620689656,0.2586206896551724,1.913793103448276,0.0,0.2068965517241379,0.6206896551724138,Marcus Tavernier,Marcus,Tavernier,47,MID
Marek Rodák,213,0,0,33,1,0.0,0.0,0.0,0.0,2.12,2,0,1.9,19.0,180,0,0,0,0,2,18844.0,2,0.0,7,17927,26125,0,2,£4.5,£4.3,£-0.2,-8198,2.0,0.0,0.0,0.0,1.06,0.0,1.0,1.0,0.0,0.0,Marek Rodák,Marek,Rodák,43,GK
Mario Lemina,698,1,0,196,5,65.0,0.46,0.71,0.25,27.88,28,0,30.1,200.4,1297,0,0,0,1,0,1057.0,17,36.0,35,4752,2374,2,19,£4.5,£4.5,£0.0,2378,14.411111111111111,0.0319198149575944,0.0492675404780262,0.0173477255204317,1.9346183500385503,0.0,1.9429452582883575,0.0,0.069390902081727,0.0,Mario Lemina,Mario,Lemina,45,MID
Mark Gillespie,776,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,£4.0,£4.0,£0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Gillespie,Mark,Gillespie,40,GK
Mark Travers,72,0,1,193,2,0.0,0.0,0.0,0.0,19.68,32,0,25.4,253.0,1035,0,0,0,0,36,44149.0,11,0.0,28,67840,83475,0,12,£4.5,£4.1,£-0.4,-15635,11.5,0.0,0.0,0.0,1.711304347826087,0.0,2.782608695652174,3.130434782608696,0.0,0.0869565217391304,Mark Travers,Mark,Travers,41,GK
Martial Godo,641,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,456.0,0,0.0,0,1145,1000,0,0,£4.5,£4.5,£0.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martial Godo,Martial,Godo,45,MID
Martin Dubravka,355,0,1,49,1,0.0,0.0,0.0,0.0,3.33,1,0,2.9,29.4,156,0,0,0,0,10,51898.0,1,0.0,11,29851,92512,0,2,£4.5,£4.1,£-0.4,-62661,1.7333333333333334,0.0,0.0,0.0,1.9211538461538464,0.0,0.5769230769230769,5.769230769230769,0.0,0.5769230769230769,Martin Dubravka,Martin,Dubravka,41,GK
Martin Ødegaard,7,8,30,813,13,1100.4,8.02,17.77,9.75,37.94,38,15,298.3,960.0,3132,0,0,0,0,0,2733058.0,37,920.0,212,7549631,4883017,4,37,£6.5,£6.9,£0.4,2666614,34.8,0.2304597701149425,0.510632183908046,0.2801724137931035,1.0902298850574712,0.4310344827586207,1.091954022988506,0.0,0.2298850574712644,0.8620689655172414,Martin Ødegaard,Martin,Ødegaard,69,MID
Marvelous Nakamba,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15715.0,0,0.0,0,18009,29902,0,0,£4.5,£4.3,£-0.2,-11893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marvelous Nakamba,Marvelous,Nakamba,43,MID
Mason Holgate,192,0,2,81,2,71.9,0.1699999999999999,1.17,1.0,9.49,9,0,21.5,90.4,506,0,0,0,1,0,8750.0,5,55.0,16,9414,18445,1,8,£4.5,£4.2,£-0.3,-9031,5.622222222222222,0.0302371541501976,0.2081027667984189,0.1778656126482213,1.6879446640316207,0.0,1.6007905138339922,0.0,0.0,0.3557312252964427,Mason Holgate,Mason,Holgate,42,DEF
Mason Mount,142,4,8,277,8,463.1,2.81,4.78,1.97,23.53,21,3,117.2,331.40000000000003,1644,0,0,0,0,0,635668.0,20,376.0,82,2479756,2735880,4,24,£8.0,£7.2,£-0.8,-256124,18.266666666666666,0.1538321167883211,0.2616788321167883,0.1078467153284671,1.288138686131387,0.1642335766423358,1.1496350364963503,0.0,0.218978102189781,0.437956204379562,Mason Mount,Mason,Mount,72,MID
Matej Kovár,615,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,476.0,0,0.0,0,107,248,0,0,£4.0,£4.0,£0.0,-141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matej Kovár,Matej,Kovár,40,GK
Mateo Joseph Fernández,659,0,0,5,0,0.2,0.0,0.06,0.06,0.3,0,0,2.2,3.0,24,0,0,0,0,0,2896.0,0,19.0,3,7372,5764,0,3,£4.5,£4.5,£0.0,1608,0.2666666666666666,0.0,0.225,0.225,1.1250000000000002,0.0,0.0,0.0,0.0,0.0,Mateo Joseph Fernández,Mateo Joseph,Fernández,45,FWD
Mateo Kovacic,132,2,2,289,4,363.8,2.04,3.83,1.7899999999999998,24.0,25,1,77.5,294.2,1699,0,0,0,0,0,38481.0,17,114.0,53,79886,130707,8,27,£5.0,£4.9,£-0.1,-50821,18.877777777777776,0.1080635668040023,0.2028840494408475,0.0948204826368452,1.2713360800470863,0.0529723366686286,1.3243084167157153,0.0,0.1059446733372572,0.1059446733372572,Mateo Kovacic,Mateo,Kovacic,49,MID
Mateus Cardoso Lemos Martins,715,0,1,90,0,98.7,0.26,1.99,1.73,13.22,15,1,28.8,84.0,732,0,0,0,0,0,10353.0,9,109.0,27,30040,27469,0,13,£5.5,£4.9,£-0.6,2571,8.133333333333333,0.0319672131147541,0.244672131147541,0.2127049180327869,1.6254098360655738,0.1229508196721311,1.8442622950819676,0.0,0.0,0.1229508196721311,Mateus Cardoso Lemos Martins,Mateus,Cardoso Lemos Martins,49,MID
Mateusz Klich,223,0,0,43,0,69.3,0.22,0.38,0.16,4.99,5,0,15.2,39.6,266,0,0,0,0,0,6237.0,0,50.0,12,5120,13406,2,14,£5.0,£4.6,£-0.4,-8286,2.955555555555556,0.0744360902255639,0.1285714285714285,0.0541353383458646,1.688345864661654,0.0,1.6917293233082706,0.0,0.0,0.0,Mateusz Klich,Mateusz,Klich,46,MID
Mateusz Lis,421,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,18841.0,0,0.0,0,2802,19928,0,0,£4.0,£4.0,£0.0,-17126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mateusz Lis,Mateusz,Lis,40,GK
Matheus Luiz Nunes,589,1,5,338,11,405.0,1.38,3.79,2.41,41.19,38,1,108.6,370.2,2467,0,0,0,1,0,18567.0,30,310.0,80,70148,60331,2,34,£5.0,£4.8,£-0.2,9817,27.41111111111111,0.0503445480340494,0.1382650993109039,0.0879205512768544,1.5026753141467368,0.0364815565464126,1.3862991487636809,0.0,0.0364815565464126,0.1824077827320632,Matheus Luiz Nunes,Matheus Luiz,Nunes,48,MID
Matheus Santos Carneiro Da Cunha,682,0,6,122,5,95.1,0.17,1.89,1.72,16.76,12,2,45.1,143.0,961,0,0,0,0,0,19858.0,12,217.0,39,110640,70404,1,17,£5.5,£5.3,£-0.2,40236,10.677777777777775,0.0159209157127991,0.177003121748179,0.1610822060353798,1.5696149843912592,0.1873048907388137,1.1238293444328824,0.0,0.0,0.5619146722164412,Matheus Santos Carneiro Da Cunha,Matheus,Santos Carneiro Da Cunha,53,FWD
Mathias Jensen,88,7,11,498,10,787.9,4.79,7.13,2.34,40.47,40,5,164.1,644.0,2805,0,0,0,0,0,218645.0,37,208.0,132,1052934,772713,5,37,£5.0,£4.8,£-0.2,280221,31.166666666666668,0.1536898395721925,0.2287700534759358,0.0750802139037433,1.2985026737967913,0.160427807486631,1.2834224598930482,0.0,0.2245989304812834,0.3529411764705882,Mathias Jensen,Mathias,Jensen,48,MID
Mathias Jorgensen,595,1,4,191,4,18.2,0.15,1.48,1.33,19.73,15,0,25.6,189.8,1097,1,0,0,0,0,96862.0,11,45.0,45,265842,197688,2,18,£4.0,£3.9,£-0.1,68154,12.188888888888888,0.0123062898814949,0.1214220601640838,0.1091157702825888,1.6186873290793071,0.0,1.2306289881494987,0.0,0.0820419325432999,0.3281677301731996,Mathias Jorgensen,Mathias,Jorgensen,39,DEF
Matija Šarkić,492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,191165.0,0,0.0,0,124449,190770,0,0,£4.0,£3.9,£-0.1,-66321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matija Šarkić,Matija,Šarkić,39,GK
Matt Clarke,543,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,13142.0,0,0.0,0,10007,24069,0,0,£4.0,£4.0,£0.0,-14062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Clarke,Matt,Clarke,40,DEF
Matt Doherty,429,0,2,147,3,110.5,0.27,1.01,0.74,8.61,9,1,40.3,147.0,663,0,0,0,0,0,52016.0,7,146.0,35,269564,267067,0,12,£5.0,£4.6,£-0.4,2497,7.366666666666666,0.0366515837104072,0.13710407239819,0.1004524886877828,1.1687782805429865,0.1357466063348416,1.2217194570135748,0.0,0.0,0.2714932126696833,Matt Doherty,Matt,Doherty,46,DEF
Matt Ritchie,350,0,0,24,0,17.2,0.05,0.05,0.0,0.9,0,0,2.8000000000000003,8.8,35,0,0,0,0,0,6816.0,0,2.0,7,4227,11018,0,7,£4.5,£4.2,£-0.3,-6791,0.3888888888888889,0.1285714285714286,0.1285714285714286,0.0,2.3142857142857145,0.0,0.0,0.0,0.0,0.0,Matt Ritchie,Matt,Ritchie,42,DEF
Matt Targett,367,0,2,157,3,141.9,0.67,0.68,0.01,6.79,6,0,24.8,97.6,600,0,0,0,0,0,73605.0,6,8.0,35,122148,212545,1,17,£5.0,£4.7,£-0.3,-90397,6.666666666666667,0.1005,0.102,0.0015,1.0185,0.0,0.8999999999999999,0.0,0.0,0.3,Matt Targett,Matt,Targett,47,DEF
Matt Turner,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,142918.0,0,0.0,0,224002,226053,0,0,£4.0,£3.8,£-0.2,-2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Turner,Matt,Turner,38,GK
Matthew Cox,633,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4077.0,0,0.0,0,11845,8801,0,0,£4.0,£3.9,£-0.1,3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Cox,Matthew,Cox,39,GK
Matthew Craig,764,0,0,3,0,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0.0,13,0,0,0,0,0,49.0,0,0.0,1,90,32,0,1,£4.5,£4.5,£0.0,58,0.1444444444444444,0.0,0.0,0.0,0.6923076923076924,0.0,0.0,0.0,0.0,0.0,Matthew Craig,Matthew,Craig,45,MID
Matthew Dibley-Dias,763,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,53.0,0,0.0,0,140,40,0,0,£4.5,£4.5,£0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Dibley-Dias,Matthew,Dibley-Dias,45,MID
Matthew Smith,607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7853.0,0,0.0,0,12153,11189,0,0,£4.5,£4.4,£-0.1,964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Smith,Matthew,Smith,44,MID
Matty Cash,43,2,3,311,4,178.0,0.95,1.15,0.2,27.14,29,0,54.4,298.4,1817,0,0,0,0,0,517446.0,20,67.0,57,417090,1811641,4,26,£5.0,£4.6,£-0.4,-1394551,20.18888888888889,0.0470555861309851,0.0569620253164557,0.0099064391854705,1.3443037974683545,0.0,1.4364336818932306,0.0,0.0990643918547055,0.1485965877820583,Matty Cash,Matty,Cash,46,DEF
Matías Viña,718,0,0,93,1,28.1,0.11,0.97,0.86,7.609999999999999,10,2,27.700000000000003,156.4,452,0,0,0,0,0,2395.0,5,92.0,28,12577,6049,1,12,£4.5,£4.5,£0.0,6528,5.022222222222222,0.0219026548672566,0.193141592920354,0.1712389380530973,1.5152654867256636,0.3982300884955752,1.991150442477876,0.0,0.0,0.0,Matías Viña,Matías,Viña,45,DEF
Mauro Bandeira,767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,27.0,0,0.0,0,44,4,0,0,£4.5,£4.5,£0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauro Bandeira,Mauro,Bandeira,45,MID
Max Kilman,484,1,12,622,11,66.9,0.5,1.81,1.31,56.6,56,0,91.6,739.8,3307,0,0,0,0,0,290891.0,37,106.0,109,1128973,762917,3,37,£4.5,£4.3,£-0.2,366056,36.74444444444445,0.0136074992440278,0.0492591472633807,0.0356516480193528,1.5403689144239492,0.0,1.5240399153311155,0.0,0.0272149984880556,0.3265799818566676,Max Kilman,Max,Kilman,43,DEF
Max Kinsey-Wellings,738,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,905.0,0,0.0,0,1740,1412,0,0,£4.0,£4.0,£0.0,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Max Kinsey-Wellings,Max,Kinsey-Wellings,40,DEF
Maximilian Wöber,691,0,2,195,2,65.8,0.37,1.14,0.77,22.73,23,0,39.5,273.4,1264,0,0,0,0,0,5020.0,14,54.0,25,24283,14528,3,16,£4.5,£4.4,£-0.1,9755,14.044444444444444,0.0263449367088607,0.0811708860759493,0.0548259493670886,1.6184335443037976,0.0,1.6376582278481011,0.0,0.0,0.1424050632911392,Maximilian Wöber,Maximilian,Wöber,44,DEF
Maxwel Cornet,575,0,0,22,0,28.700000000000003,0.12,1.38,1.26,4.77,5,0,11.3,27.2,232,0,0,0,0,0,6649.0,2,62.0,14,21066,23418,0,14,£6.0,£5.9,£-0.1,-2352,2.577777777777778,0.046551724137931,0.5353448275862069,0.4887931034482758,1.8504310344827584,0.0,1.939655172413793,0.0,0.0,0.0,Maxwel Cornet,Maxwel,Cornet,59,MID
Michael Dacosta Gonzalez,696,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,285.0,0,0.0,0,1326,1041,0,0,£4.5,£4.4,£-0.1,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Dacosta Gonzalez,Michael,Dacosta Gonzalez,44,MID
Michael Keane,180,2,5,180,2,42.6,0.83,2.12,1.29,23.98,22,1,41.7,242.6,983,0,0,0,0,0,44886.0,10,131.0,39,66645,88284,0,12,£4.5,£4.2,£-0.3,-21639,10.922222222222222,0.0759918616480162,0.1940996948118006,0.1181078331637843,2.195523906408952,0.091556459816887,2.014242115971516,0.0,0.1831129196337741,0.4577822990844354,Michael Keane,Michael,Keane,42,DEF
Michael Olakigbe,752,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,62.0,0,0.0,0,168,103,0,0,£4.5,£4.5,£0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Olakigbe,Michael,Olakigbe,45,MID
Michael Olise,171,11,15,517,8,1014.6,6.42,9.29,2.87,37.03,38,2,208.8,606.6,2743,0,0,0,0,0,82032.0,31,462.0,132,616748,426106,2,37,£5.5,£5.3,£-0.2,190642,30.477777777777774,0.2106452788917243,0.3048122493620123,0.094166970470288,1.2149835946044478,0.0656215822092599,1.2468100619759388,0.0,0.3609187021509296,0.4921618665694495,Michael Olise,Michael,Olise,53,MID
Michail Antonio,458,3,4,222,5,207.7,0.5800000000000001,7.27,6.69,29.47,29,5,107.0,305.8,1822,0,0,0,0,0,194408.0,21,559.0,84,387414,621068,2,33,£7.5,£6.9,£-0.6,-233654,20.244444444444444,0.0286498353457738,0.3591108671789242,0.3304610318331504,1.455708013172338,0.2469813391877058,1.432491767288694,0.0,0.1481888035126235,0.1975850713501646,Michail Antonio,Michail,Antonio,69,FWD
Miguel Almirón Rejala,369,4,15,511,15,424.0,3.0,11.03,8.03,28.35,22,11,187.5,599.2,2487,0,0,0,0,0,1921765.0,29,849.0,158,6616932,5953696,2,34,£5.0,£5.4,£0.4,663236,27.633333333333333,0.1085645355850422,0.3991556091676719,0.2905910735826296,1.025934861278649,0.3980699638118214,0.7961399276236429,0.0,0.1447527141133896,0.5428226779252111,Miguel Almirón Rejala,Miguel,Almirón Rejala,54,MID
Mikkel Damsgaard,580,0,0,131,3,161.0,1.3199999999999998,3.63,2.31,14.89,14,0,44.5,137.4,970,0,0,0,0,0,8177.0,9,146.0,33,25400,24448,4,26,£5.5,£5.0,£-0.5,952,10.77777777777778,0.1224742268041236,0.3368041237113401,0.2143298969072165,1.3815463917525772,0.0,1.2989690721649485,0.0,0.0,0.0,Mikkel Damsgaard,Mikkel,Damsgaard,50,MID
