player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type,goals_conceded_per90,projected_points_per_90
Thilo Kehrer,588,3,4,362,5,126.2,0.63,1.12,0.49,31.51,34,0,56.0,347.6,2229,1,0,0,0,0,25172.0,25,83.0,67,97451,83719,4,27,£4.5,£4.3,£-0.2,13732,24.766666666666666,0.0254374158815612,0.045222072678331,0.0197846567967698,1.2722745625841183,0.0,1.372812920592194,0.0,0.1211305518169582,0.161507402422611,Thilo Kehrer,Thilo,Kehrer,£4.3,DEF,1.372812920592194,3.346379441565875
Thomas Partey,6,0,6,468,11,439.6,2.17,4.76,2.5900000000000003,32.27,28,3,119.5,513.2,2480,0,0,0,0,0,50030.0,28,240.0,86,109525,137985,5,33,£5.0,£4.7,£-0.3,-28460,27.55555555555556,0.0787499999999999,0.1727419354838709,0.0939919354838709,1.1710887096774194,0.1088709677419354,1.0161290322580645,0.0,0.0,0.2177419354838709,Thomas Partey,Thomas,Partey,£4.7,MID,1.0161290322580645,2.625282258064516
Tim Ream,201,0,12,560,8,65.2,0.27,0.51,0.24,54.05,44,1,74.8,604.2,2898,0,0,0,0,0,146847.0,33,76.0,98,761547,533533,2,33,£4.5,£4.5,£0.0,228014,32.2,0.0083850931677018,0.0158385093167701,0.0074534161490683,1.6785714285714284,0.031055900621118,1.3664596273291925,0.0,0.0,0.3726708074534161,Tim Ream,Tim,Ream,£4.5,DEF,1.3664596273291925,3.0114027943266377
Timothy Castagne,258,4,11,615,8,377.3,2.13,4.29,2.16,60.78,63,2,135.0,679.8,3255,0,0,0,0,0,601060.0,36,289.0,114,2175007,1693872,3,37,£4.5,£4.3,£-0.2,481135,36.16666666666666,0.0588940092165898,0.1186175115207373,0.0597235023041474,1.680552995391705,0.0552995391705069,1.7419354838709675,0.0,0.1105990783410138,0.304147465437788,Timothy Castagne,Timothy,Castagne,£4.3,DEF,1.7419354838709677,3.32221266144055
Tom Cairney,200,1,2,217,1,228.2,1.51,2.95,1.44,19.69,13,2,62.4,189.2,968,0,0,0,0,0,5160.0,6,204.0,53,9029,11297,2,33,£5.0,£4.7,£-0.3,-2268,10.755555555555556,0.140392561983471,0.2742768595041322,0.1338842975206611,1.830681818181818,0.1859504132231405,1.2086776859504131,0.0,0.0929752066115702,0.1859504132231405,Tom Cairney,Tom,Cairney,£4.7,MID,1.2086776859504131,3.149638429752066
Tom Davies,190,0,0,55,1,46.2,0.25,1.55,1.2999999999999998,12.04,9,0,19.3,50.4,524,0,0,0,0,0,4457.0,4,98.0,19,4473,6281,3,19,£5.0,£4.9,£-0.1,-1808,5.822222222222222,0.0429389312977099,0.2662213740458015,0.2232824427480916,2.0679389312977103,0.0,1.545801526717557,0.0,0.0,0.0,Tom Davies,Tom,Davies,£4.9,MID,1.5458015267175573,2.6226145038167936
Tomas Soucek,468,4,6,364,8,230.1,1.03,5.05,4.02,43.04,42,2,127.1,565.6,2811,0,0,0,0,0,91064.0,32,472.0,100,111251,215641,3,36,£5.5,£5.0,£-0.5,-104390,31.23333333333333,0.0329775880469583,0.1616862326574172,0.1287086446104589,1.3780149413020275,0.064034151547492,1.344717182497332,0.0,0.128068303094984,0.192102454642476,Tomas Soucek,Tomas,Soucek,£5.0,MID,1.3447171824973319,2.723425827107791
Tosin Adarabioyo,209,0,1,353,3,89.8,0.47,1.18,0.71,43.91,39,1,71.4,495.0,2084,0,0,0,0,0,13343.0,23,128.0,49,32630,35654,4,25,£4.5,£4.4,£-0.1,-3024,23.155555555555555,0.0202975047984644,0.0509596928982725,0.030662188099808,1.8963051823416504,0.0431861804222648,1.68426103646833,0.0,0.0,0.0431861804222648,Tosin Adarabioyo,Tosin,Adarabioyo,£4.4,DEF,1.6842610364683301,2.923398941686442
Toti António Gomes,489,0,4,201,4,74.3,0.23,0.58,0.35,20.87,14,1,36.5,225.2,978,0,0,0,0,0,176053.0,10,65.0,43,541649,335918,6,17,£4.0,£3.9,£-0.1,205731,10.866666666666667,0.0211656441717791,0.0533742331288343,0.0322085889570552,1.920552147239264,0.0920245398773006,1.2883435582822085,0.0,0.0,0.3680981595092024,Toti António Gomes,Toti António,Gomes,£3.9,DEF,1.2883435582822085,3.2489541863520297
Trent Alexander-Arnold,285,11,21,824,10,1168.2,9.26,11.62,2.36,43.1,44,2,219.0,779.0,2922,0,0,0,0,0,2794836.0,34,241.0,156,5081311,5159634,5,37,£7.5,£7.8,£0.3,-78323,32.46666666666667,0.2852156057494866,0.357905544147844,0.0726899383983572,1.3275154004106775,0.0616016427104722,1.35523613963039,0.0,0.3388090349075975,0.6468172484599589,Trent Alexander-Arnold,Trent,Alexander-Arnold,£7.8,DEF,1.35523613963039,4.38495488126334
Trevoh Chalobah,141,0,1,318,5,93.5,0.32,1.14,0.8200000000000001,30.99,24,0,48.7,283.6,1601,1,0,0,0,0,61562.0,18,108.0,49,190481,196958,4,25,£5.0,£4.4,£-0.6,-6477,17.788888888888888,0.0179887570268582,0.0640849469081824,0.0460961898813241,1.7420986883198004,0.0,1.3491567770143662,0.0,0.0,0.0562148657089319,Trevoh Chalobah,Trevoh,Chalobah,£4.4,DEF,1.3491567770143662,3.034494454089781
Tyler Adams,506,0,1,290,5,328.9,1.05,1.16,0.11,32.69,36,0,74.9,393.6,2156,0,0,0,1,0,17099.0,24,24.0,47,24588,32674,4,24,£5.0,£4.9,£-0.1,-8086,23.95555555555556,0.0438311688311688,0.0484230055658627,0.0045918367346938,1.3646103896103896,0.0,1.50278293135436,0.0,0.0,0.0417439703153988,Tyler Adams,Tyler,Adams,£4.9,MID,1.50278293135436,2.0772263450834876
Tyrell Malacia,504,0,8,287,7,125.8,0.71,0.94,0.23,19.21,14,0,41.1,206.4,1391,0,0,0,0,0,248505.0,14,77.0,62,509808,637124,6,22,£4.5,£4.2,£-0.3,-127316,15.455555555555556,0.0459381739755571,0.0608195542774981,0.014881380301941,1.2429187634795111,0.0,0.905823148813803,0.0,0.0,0.5176132278936018,Tyrell Malacia,Tyrell,Malacia,£4.2,DEF,0.905823148813803,3.499051060385211
Tyrick Mitchell,170,2,7,476,8,234.0,1.25,1.87,0.62,42.9,40,0,84.3,470.4,2889,0,0,0,1,0,87618.0,34,135.0,93,233658,220748,5,36,£4.5,£4.4,£-0.1,12910,32.1,0.0389408099688473,0.0582554517133956,0.0193146417445482,1.336448598130841,0.0,1.2461059190031152,0.0,0.0623052959501557,0.2180685358255451,Tyrick Mitchell,Tyrick,Mitchell,£4.4,DEF,1.2461059190031152,3.3106128557519234
Tyrone Mings,39,3,17,617,12,87.7,0.95,1.91,0.96,47.28,40,1,87.0,657.2,3150,1,0,0,0,0,671542.0,35,121.0,130,2247657,1365522,7,35,£4.5,£4.7,£0.2,882135,35.0,0.0271428571428571,0.0545714285714285,0.0274285714285714,1.350857142857143,0.0285714285714285,1.1428571428571428,0.0,0.0857142857142857,0.4857142857142857,Tyrone Mings,Tyrone,Mings,£4.7,DEF,1.1428571428571428,3.4931351287578707
Vicente Guaita,152,0,10,484,6,0.0,0.01,0.01,0.0,38.2,34,0,66.8,668.4,2430,0,0,0,0,85,219927.0,27,0.0,99,547456,561368,1,27,£4.5,£4.4,£-0.1,-13912,27.0,0.0003703703703703,0.0003703703703703,0.0,1.4148148148148147,0.0,1.2592592592592593,3.1481481481481484,0.0,0.3703703703703703,Vicente Guaita,Vicente,Guaita,£4.4,GK,1.2592592592592593,3.0542252000992165
Victor Kristiansen,709,1,0,111,0,119.3,0.6,0.72,0.12,17.880000000000003,21,0,30.8,173.2,891,0,0,0,0,0,2412.0,11,14.0,16,7603,5933,2,12,£4.5,£4.5,£0.0,1670,9.9,0.0606060606060606,0.0727272727272727,0.0121212121212121,1.806060606060606,0.0,2.121212121212121,0.0,0.101010101010101,0.0,Victor Kristiansen,Victor,Kristiansen,£4.5,DEF,2.121212121212121,2.8471605392213615
Victor Lindelöf,337,0,3,327,6,53.5,0.39,0.64,0.25,19.97,16,0,33.9,265.0,1359,0,0,0,0,0,33133.0,14,19.0,57,309278,70069,1,20,£4.5,£4.1,£-0.4,239209,15.1,0.0258278145695364,0.0423841059602649,0.0165562913907284,1.3225165562913908,0.0,1.0596026490066226,0.0,0.0,0.1986754966887417,Victor Lindelöf,Victor,Lindelöf,£4.1,DEF,1.0596026490066226,3.3145253727623123
Virgil van Dijk,280,1,13,636,11,121.0,1.09,3.5900000000000003,2.5,41.17,36,3,125.4,743.2,2835,0,0,0,0,0,1355226.0,32,389.0,127,1909767,2146711,3,32,£6.5,£6.6,£0.1,-236944,31.5,0.0346031746031746,0.1139682539682539,0.0793650793650793,1.3069841269841271,0.0952380952380952,1.1428571428571428,0.0,0.0317460317460317,0.4126984126984127,Virgil van Dijk,Virgil,van Dijk,£6.6,DEF,1.1428571428571428,3.8024165034196606
Vitalii Mykolenko,194,1,4,449,7,307.0,0.91,1.45,0.54,53.67,46,0,93.4,504.8,2653,0,0,0,0,0,75144.0,30,120.0,75,350570,280539,4,34,£4.5,£4.1,£-0.4,70031,29.47777777777777,0.0308707124010554,0.0491895966830003,0.0183188842819449,1.8206935544666416,0.0,1.56049754994346,0.0,0.0339238597813795,0.1356954391255183,Vitalii Mykolenko,Vitalii,Mykolenko,£4.1,DEF,1.5604975499434601,2.896038431572608
Vitaly Janelt,86,1,5,357,8,246.1,1.56,3.89,2.33,29.68,28,3,88.1,411.2,2201,0,0,0,0,0,14097.0,24,223.0,85,47211,47264,3,35,£5.5,£5.5,£0.0,-53,24.45555555555556,0.063789186733303,0.1590640617900953,0.0952748750567923,1.2136301681054067,0.1226715129486597,1.1449341208541572,0.0,0.0408905043162199,0.2044525215810995,Vitaly Janelt,Vitaly,Janelt,£5.5,MID,1.1449341208541572,2.7018855065879146
Vladimir Coufal,463,2,2,327,4,330.5,1.71,1.99,0.28,30.46,35,0,74.9,361.6,2135,0,0,0,0,0,94870.0,24,54.0,58,422614,359809,5,27,£4.5,£4.0,£-0.5,62805,23.72222222222222,0.0720843091334894,0.083887587822014,0.0118032786885245,1.2840281030444969,0.0,1.475409836065574,0.0,0.0843091334894613,0.0843091334894613,Vladimir Coufal,Vladimir,Coufal,£4.0,DEF,1.4754098360655739,3.281209149353589
Wesley Fofana,272,0,4,244,2,59.0,0.29,1.03,0.74,22.96,24,1,43.8,289.2,1362,0,0,0,0,0,122777.0,14,86.0,37,300882,428441,4,17,£4.5,£4.3,£-0.2,-127559,15.133333333333333,0.0191629955947136,0.0680616740088105,0.0488986784140969,1.5171806167400883,0.066079295154185,1.5859030837004406,0.0,0.0,0.2643171806167401,Wesley Fofana,Wesley,Fofana,£4.3,DEF,1.5859030837004406,3.221862776733446
Weston McKennie,720,1,0,135,1,201.7,0.56,1.34,0.78,28.3,35,0,48.3,198.8,1434,0,0,0,0,0,3967.0,16,81.0,31,17588,8734,7,19,£5.0,£4.6,£-0.4,8854,15.933333333333334,0.0351464435146443,0.0841004184100418,0.0489539748953974,1.7761506276150627,0.0,2.196652719665272,0.0,0.0627615062761506,0.0,Weston McKennie,Weston,McKennie,£4.6,MID,2.196652719665272,2.2692468619246857
Wilfred Ndidi,265,0,0,257,1,73.0,0.18,0.4,0.22,32.28,39,0,43.2,317.6,1672,0,0,0,0,0,25301.0,19,45.0,41,22028,45113,4,27,£5.0,£4.8,£-0.2,-23085,18.57777777777778,0.009688995215311,0.0215311004784688,0.0118421052631578,1.7375598086124402,0.0,2.0992822966507174,0.0,0.0,0.0,Wilfred Ndidi,Wilfred,Ndidi,£4.8,MID,2.0992822966507174,2.0441387559808613
Wilfried Gnonto,619,4,6,183,4,323.5,2.12,3.91,1.79,25.22,28,2,84.3,264.8,1346,0,0,0,0,0,83613.0,14,253.0,55,522399,395488,7,24,£5.0,£4.7,£-0.3,126911,14.955555555555556,0.1417533432392273,0.2614413075780089,0.1196879643387815,1.686329866270431,0.1337295690936107,1.8722139673105496,0.0,0.2674591381872214,0.4011887072808321,Wilfried Gnonto,Wilfried,Gnonto,£4.7,FWD,1.8722139673105498,3.1206537890044577
Wilfried Zaha,160,2,6,216,5,384.8,2.95,9.27,6.32,33.24,34,7,169.4,465.4,2289,0,2,0,0,0,1225747.0,27,848.0,95,3767001,4027827,5,27,£7.0,£7.2,£0.2,-260826,25.433333333333334,0.1159895150720838,0.3644823066841415,0.2484927916120576,1.30694626474443,0.2752293577981651,1.3368283093053734,0.0,0.0786369593709043,0.2359108781127129,Wilfried Zaha,Wilfried,Zaha,£7.2,MID,1.3368283093053734,3.6012450851900386
Will Hughes,163,1,3,152,1,102.1,0.63,0.97,0.34,13.05,11,1,31.0,153.2,822,0,0,0,0,0,3070.0,7,57.0,41,2031,3824,4,27,£5.0,£4.8,£-0.2,-1793,9.133333333333333,0.068978102189781,0.1062043795620438,0.0372262773722627,1.4288321167883211,0.1094890510948905,1.2043795620437956,0.0,0.1094890510948905,0.3284671532846716,Will Hughes,Will,Hughes,£4.8,MID,1.2043795620437956,2.6344890510948904
William Saliba,26,1,14,571,12,100.8,0.32,1.23,0.91,26.86,25,2,74.5,529.0,2415,1,0,0,0,0,2777031.0,27,114.0,117,5306437,4548688,4,27,£4.5,£4.9,£0.4,757749,26.83333333333333,0.0119254658385093,0.0458385093167701,0.0339130434782608,1.000993788819876,0.0745341614906832,0.9316770186335404,0.0,0.0372670807453416,0.5217391304347826,William Saliba,William,Saliba,£4.9,DEF,0.9316770186335405,3.921943673291689
Willian Borges da Silva,614,7,11,442,9,658.8,2.99,6.45,3.46,34.39,22,5,153.6,430.2,2127,0,0,0,0,0,29722.0,25,447.0,116,203773,159327,2,27,£5.5,£5.5,£0.0,44446,23.633333333333333,0.1265162200282087,0.272919605077574,0.1464033850493653,1.455148095909732,0.2115655853314527,0.930888575458392,0.0,0.2961918194640338,0.465444287729196,Willian Borges da Silva,Willian,Borges da Silva,£5.5,MID,0.9308885754583921,3.5289844851904086
Willy Boly,474,1,7,147,3,11.8,0.27,0.32,0.05,10.37,10,0,18.3,145.0,684,0,0,0,0,0,18599.0,9,24.0,37,26166,44135,2,11,£4.5,£4.1,£-0.4,-17969,7.6,0.0355263157894736,0.0421052631578947,0.006578947368421,1.3644736842105265,0.0,1.3157894736842106,0.0,0.131578947368421,0.9210526315789476,Willy Boly,Willy,Boly,£4.1,DEF,1.3157894736842106,3.317949888277362
Wout Faes,612,2,5,545,7,115.6,0.5800000000000001,1.78,1.2,52.76,51,1,87.10000000000001,662.4,2786,2,0,0,1,0,18490.0,31,93.0,78,79668,63731,4,31,£4.5,£4.2,£-0.3,15937,30.95555555555556,0.0187365398420674,0.0575017946877243,0.0387652548456568,1.7043790380473798,0.0323043790380473,1.6475233309404165,0.0,0.0646087580760947,0.1615218951902369,Wout Faes,Wout,Faes,£4.2,DEF,1.6475233309404163,3.087049722816323
Wout Weghorst,701,1,0,56,4,183.7,1.16,3.18,2.02,14.6,11,0,42.1,97.6,790,0,0,0,0,0,55640.0,10,140.0,24,348084,174373,1,17,£6.0,£5.4,£-0.6,173711,8.777777777777779,0.1321518987341771,0.3622784810126582,0.2301265822784809,1.663291139240506,0.0,1.2531645569620251,0.0,0.1139240506329113,0.0,Wout Weghorst,Wout,Weghorst,£5.4,FWD,1.2531645569620251,2.829367088607594
Yerry Mina,188,0,7,115,1,17.7,0.15,1.67,1.52,10.3,9,2,33.0,176.8,594,0,0,0,0,0,10343.0,7,134.0,33,48723,28091,2,7,£4.5,£4.3,£-0.2,20632,6.6,0.0227272727272727,0.253030303030303,0.2303030303030303,1.5606060606060608,0.303030303030303,1.3636363636363638,0.0,0.0,1.0606060606060606,Yerry Mina,Yerry,Mina,£4.3,DEF,1.3636363636363638,4.565566738098681
Yoane Wissa,89,4,6,292,7,184.5,1.08,6.73,5.65,21.64,17,7,95.5,363.8,1587,0,0,0,0,0,25451.0,16,414.0,111,118915,112043,3,38,£5.5,£5.3,£-0.2,6872,17.633333333333333,0.0612476370510397,0.381663516068053,0.3204158790170132,1.2272211720226844,0.3969754253308128,0.9640831758034026,0.0,0.2268431001890359,0.3402646502835539,Yoane Wissa,Yoane,Wissa,£5.3,MID,0.9640831758034026,4.225614366729678
Youri Tielemans,259,3,6,461,6,458.3,2.99,5.49,2.5,45.82,49,3,116.2,512.2,2341,0,1,0,0,0,153288.0,27,190.0,86,232024,355149,4,31,£6.5,£6.1,£-0.4,-123125,26.01111111111112,0.1149508756941478,0.2110636480136693,0.0961127723195215,1.7615548910721912,0.1153353267834258,1.8838103374626227,0.0,0.1153353267834258,0.2306706535668517,Youri Tielemans,Youri,Tielemans,£6.1,MID,1.8838103374626227,2.8740495514737288
Yves Bissouma,444,0,0,176,1,135.0,0.37,0.54,0.17,13.91,20,0,26.8,111.0,998,0,0,0,0,0,33056.0,10,23.0,27,31418,72188,6,23,£5.0,£4.7,£-0.3,-40770,11.088888888888889,0.0333667334669338,0.0486973947895791,0.0153306613226452,1.2544088176352706,0.0,1.8036072144288573,0.0,0.0,0.0,Yves Bissouma,Yves,Bissouma,£4.7,MID,1.8036072144288577,2.0883767535070135
Çaglar Söyüncü,267,0,3,93,0,13.3,0.02,0.44,0.42,10.86,13,1,24.1,174.6,528,0,0,0,0,0,28492.0,6,53.0,16,20969,54728,2,7,£4.5,£4.2,£-0.3,-33759,5.866666666666666,0.0034090909090909,0.075,0.0715909090909091,1.851136363636364,0.1704545454545454,2.215909090909092,0.0,0.0,0.5113636363636364,Çaglar Söyüncü,Çaglar,Söyüncü,£4.2,DEF,2.2159090909090913,3.263475836142177
